 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 3, 3, 3, 1, 0, 0, 0, 0, 0, 2, 2, 2, 4, 2, 2, 2, 2
19,19,19,19,19,19,19,19, 0, 0, 0, 0, 0, 1, 3, 5, 6, 3, 1, 0, 0, 0, 0, 0, 2, 2,19,19,19, 2, 2, 2
19, 4, 4, 4,19, 4, 4,19, 0, 0, 0, 0, 0, 1, 3, 7, 8, 3, 1, 0, 0, 0, 0, 0, 2,19,19, 4,19,19, 2, 2
19,19,19,19,19, 4, 4,19, 0, 0, 0, 0, 0, 1, 3, 3, 3, 3, 1, 0, 0, 0, 0, 0,19,19, 4, 4, 4,19,19, 2
19, 4, 4, 4, 4, 4, 4,19, 0, 0, 0, 0, 0, 1, 1, 9, 9, 1, 1, 0, 0, 0, 0, 0,19, 4, 4, 4, 4, 4,19, 2
19, 4, 4, 4, 4, 4, 4,19, 0, 0, 0, 0, 0, 0, 1, 9, 9, 1, 0, 0, 0, 0, 0, 0,19, 4, 4, 4, 4, 4,19, 2
19, 4, 4,19, 4, 4, 4,19, 0, 0, 0, 0, 0, 0, 1, 9, 9, 1, 0, 0, 0, 0, 0, 0,19, 4, 4, 4, 4, 4,19, 2
19, 4, 4, 4, 4, 4, 4,19, 0, 0, 0, 0, 0, 0, 1, 9, 9, 1, 0, 0, 0, 0, 0, 0,19, 4, 4, 4, 4, 4,19, 2
19, 4, 4, 4, 4, 4, 4,19, 0, 0, 0, 0, 0, 0, 1, 9, 9, 1, 0, 0, 0, 0, 0, 0,19, 4, 4, 4, 4, 4,19, 2
19,19, 4, 4,19,19,19,19, 0, 0, 0, 0, 0, 0, 1, 9, 9, 1, 0, 0, 0, 0, 0, 0,19,19,19,10,19,19,19, 2
19, 4, 4, 4,19, 4, 4,19, 0, 0, 0, 0, 0, 0, 1, 9, 9, 1, 0, 0, 0, 0, 0, 0, 2, 1, 1,10, 1, 1, 1, 2
19, 4, 4, 4,19, 4, 4,19, 0, 0, 0, 0, 0, 0, 1, 9, 9, 1, 0, 0, 0, 0, 0, 0, 2, 1, 1,10, 1, 1, 1, 2
19, 4, 4, 4,19,19,19,19, 0, 0, 0, 0, 0, 0, 1, 9, 9, 1, 0, 0, 0, 0, 0, 0, 2, 1, 1,10, 1, 1, 1, 2
19, 4, 4, 4, 4, 4, 4,19, 0, 0, 0, 0, 0, 0, 1, 9, 9, 1, 0, 0, 0, 0, 0, 0, 2, 1, 3,10, 3, 1, 1, 2
19, 4, 4, 4, 4, 4, 4,19, 0, 0, 0, 0, 0, 0, 1, 9, 9, 1, 0, 0, 0, 0, 0, 0, 2, 3, 3,10, 3, 3, 1, 2
19,19,19,10,10,19,19,19, 0, 0, 0, 0, 0, 0, 1, 9, 9, 1, 0, 0, 0, 0, 0, 0, 2, 3, 3,10, 3, 3, 3, 2
 2, 3, 3,10,10, 3, 3,11,11,11,11,11,11,11,11,10,10,11,11,11,11,11,11,11,11, 3, 3,10, 3, 3, 3, 2
 2, 3, 3,10,10, 3, 3, 3, 3, 3, 3,12,12,12,12,10,10,12,12,12,12, 3, 3, 3, 3, 3, 3,10, 3, 3, 3, 2
 2, 3, 3,10,10, 3, 3, 3, 2,11,11,11, 2,12,12,10,10,12,12,12,12, 3, 3, 3, 3, 3, 3,10, 3, 3, 3, 2
 2, 3, 3,10,10, 3, 3, 3, 2,10,10,10, 2, 3, 3,10,10, 3, 3, 3,10,10,10,10,10,10,10,10, 3, 3, 3, 2
 2, 1, 1,10,10, 1, 3, 3,11,11,13,11,11, 3, 1,10,10, 1, 3, 3,10,12,12,12,12,12, 3, 3, 3, 3, 3, 2
11,11, 1,10,10, 1, 1, 3, 3, 3,10, 3, 3, 1, 1,10,10, 1, 1, 1,10,12,12,12,12,12,19,19,19,19,19, 2
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,19, 4, 4, 4,19, 2
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10, 3, 3,19, 4, 4, 4,19, 2
 2,11, 1, 3, 3, 3,10,14,14,14,14,14,14,14,10,14,14,14,14,14,14,14,10,10,10, 3,19,19,10,19,19, 2
 2, 1, 1, 3, 3, 3,10, 3, 3, 3, 2,11, 2,10,10, 3, 3,12,12,12,12, 3, 3,10,10,10, 3, 3,10,12,12, 2
 2, 1, 1, 1,10,10,10, 3, 3,12, 2,10,11,10,15, 3, 3,12,12,12,12, 3, 3, 3,10,10, 3, 3,10,12,12, 2
 2, 1, 1, 1,10, 1, 1, 3, 3,12, 2,10,13,10, 2, 3, 3,12, 2,11,11,11, 2, 3,10,10,10,10,10,12,12, 2
 2, 1, 1, 1,10, 1, 1, 3, 3,12, 2,11,11,10,11, 2, 3,12, 2,10,10,10, 2, 3,10,10,12,12,12,12,12, 2
 2, 1, 1, 1,10, 1, 1, 1,12,12, 2,10,10,10,10, 2, 3,12, 2,11,13,11, 2, 3,10,10, 1, 1, 9, 1, 1, 2
 2,12,19,19,10,19,19,19,12,12, 2,10,10,10,16, 2, 3,12, 2,10,10,10,11, 3,10,10, 1, 9, 9, 9, 1, 2
 2,12,19, 4, 4, 4, 4,19,12,12, 2,10,10,10,10, 2, 3, 1, 2,10,10,10,10,10,10,10, 1, 9,17, 9, 1, 2
 2,12,19, 4, 4, 4, 4,19,12,12,11,11,11,11,11,11, 3, 1, 2,10,10,10, 2,18,10,10, 1, 9, 9, 9, 1, 2
 2,12,19, 4, 4, 4, 4,19,12,12,12, 3, 3, 3, 3, 3, 3, 1,11,11,11,11,11, 3,10,10, 1, 1, 1, 1, 1, 2
 2,12,19,19,19,19,19,19,12,12,12, 3, 3, 3, 3, 1, 1, 1, 1, 3, 3, 3, 3, 3,10,10,12,12,12,12,12, 2
 2,12,12,12,12,12,12,12,12,12,12, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2,10,10, 2,12,12,12,12, 2
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,11,11,11,11,11,11
